"tollgate_id","time_window","direction","volume"
"1","[2016-09-24 18:00:00,2016-09-24 18:20:00)","1","78"
"3","[2016-09-24 18:00:00,2016-09-24 18:20:00)","0","108"
"3","[2016-09-24 18:00:00,2016-09-24 18:20:00)","1","57"
"2","[2016-09-24 18:00:00,2016-09-24 18:20:00)","0","34"
"1","[2016-09-24 18:20:00,2016-09-24 18:40:00)","0","35"
"1","[2016-09-24 18:20:00,2016-09-24 18:40:00)","1","75"
"3","[2016-09-24 18:20:00,2016-09-24 18:40:00)","0","108"
"3","[2016-09-24 18:20:00,2016-09-24 18:40:00)","1","77"
"2","[2016-09-24 18:20:00,2016-09-24 18:40:00)","0","-1"
"1","[2016-09-24 18:40:00,2016-09-24 19:00:00)","0","54"
"1","[2016-09-24 18:40:00,2016-09-24 19:00:00)","1","59"
"3","[2016-09-24 18:40:00,2016-09-24 19:00:00)","0","92"
"3","[2016-09-24 18:40:00,2016-09-24 19:00:00)","1","66"
"2","[2016-09-24 18:40:00,2016-09-24 19:00:00)","0","1"
"1","[2016-09-25 08:00:00,2016-09-25 08:20:00)","0","35"
"1","[2016-09-25 08:00:00,2016-09-25 08:20:00)","1","98"
"3","[2016-09-25 08:00:00,2016-09-25 08:20:00)","0","115"
"3","[2016-09-25 08:00:00,2016-09-25 08:20:00)","1","112"
"2","[2016-09-25 08:00:00,2016-09-25 08:20:00)","0","70"
"1","[2016-09-25 08:20:00,2016-09-25 08:40:00)","0","40"
"1","[2016-09-25 08:20:00,2016-09-25 08:40:00)","1","96"
"3","[2016-09-25 08:20:00,2016-09-25 08:40:00)","0","88"
"3","[2016-09-25 08:20:00,2016-09-25 08:40:00)","1","111"
"2","[2016-09-25 08:20:00,2016-09-25 08:40:00)","0","75"
"1","[2016-09-25 08:40:00,2016-09-25 09:00:00)","0","50"
"1","[2016-09-25 08:40:00,2016-09-25 09:00:00)","1","105"
"3","[2016-09-25 08:40:00,2016-09-25 09:00:00)","0","110"
"3","[2016-09-25 08:40:00,2016-09-25 09:00:00)","1","120"
"2","[2016-09-25 08:40:00,2016-09-25 09:00:00)","0","90"
"1","[2016-09-25 09:00:00,2016-09-25 09:20:00)","0","41"
"1","[2016-09-25 09:00:00,2016-09-25 09:20:00)","1","108"
"3","[2016-09-25 09:00:00,2016-09-25 09:20:00)","0","92"
"3","[2016-09-25 09:00:00,2016-09-25 09:20:00)","1","108"
"2","[2016-09-25 09:00:00,2016-09-25 09:20:00)","0","64"
"1","[2016-09-25 09:20:00,2016-09-25 09:40:00)","0","42"
"1","[2016-09-25 09:20:00,2016-09-25 09:40:00)","1","103"
"3","[2016-09-25 09:20:00,2016-09-25 09:40:00)","0","125"
"3","[2016-09-25 09:20:00,2016-09-25 09:40:00)","1","140"
"2","[2016-09-25 09:20:00,2016-09-25 09:40:00)","0","104"
"1","[2016-09-25 09:40:00,2016-09-25 10:00:00)","0","49"
"1","[2016-09-25 09:40:00,2016-09-25 10:00:00)","1","95"
"3","[2016-09-25 09:40:00,2016-09-25 10:00:00)","0","110"
"3","[2016-09-25 09:40:00,2016-09-25 10:00:00)","1","102"
"2","[2016-09-25 09:40:00,2016-09-25 10:00:00)","0","93"
"1","[2016-09-25 17:00:00,2016-09-25 17:20:00)","0","63"
"1","[2016-09-25 17:00:00,2016-09-25 17:20:00)","1","105"
"3","[2016-09-25 17:00:00,2016-09-25 17:20:00)","0","119"
"3","[2016-09-25 17:00:00,2016-09-25 17:20:00)","1","118"
"2","[2016-09-25 17:00:00,2016-09-25 17:20:00)","0","84"
"1","[2016-09-25 17:20:00,2016-09-25 17:40:00)","0","49"
"1","[2016-09-25 17:20:00,2016-09-25 17:40:00)","1","104"
"3","[2016-09-25 17:20:00,2016-09-25 17:40:00)","0","110"
"3","[2016-09-25 17:20:00,2016-09-25 17:40:00)","1","84"
"2","[2016-09-25 17:20:00,2016-09-25 17:40:00)","0","77"
"1","[2016-09-25 17:40:00,2016-09-25 18:00:00)","0","42"
"1","[2016-09-25 17:40:00,2016-09-25 18:00:00)","1","84"
"3","[2016-09-25 17:40:00,2016-09-25 18:00:00)","0","105"
"3","[2016-09-25 17:40:00,2016-09-25 18:00:00)","1","82"
"2","[2016-09-25 17:40:00,2016-09-25 18:00:00)","0","56"
"1","[2016-09-25 18:00:00,2016-09-25 18:20:00)","0","56"
"1","[2016-09-25 18:00:00,2016-09-25 18:20:00)","1","69"
"3","[2016-09-25 18:00:00,2016-09-25 18:20:00)","0","94"
"3","[2016-09-25 18:00:00,2016-09-25 18:20:00)","1","75"
"2","[2016-09-25 18:00:00,2016-09-25 18:20:00)","0","71"
"1","[2016-09-25 18:20:00,2016-09-25 18:40:00)","0","38"
"1","[2016-09-25 18:20:00,2016-09-25 18:40:00)","1","61"
"3","[2016-09-25 18:20:00,2016-09-25 18:40:00)","0","85"
"3","[2016-09-25 18:20:00,2016-09-25 18:40:00)","1","88"
"2","[2016-09-25 18:20:00,2016-09-25 18:40:00)","0","66"
"1","[2016-09-25 18:40:00,2016-09-25 19:00:00)","0","31"
"1","[2016-09-25 18:40:00,2016-09-25 19:00:00)","1","62"
"3","[2016-09-25 18:40:00,2016-09-25 19:00:00)","0","78"
"3","[2016-09-25 18:40:00,2016-09-25 19:00:00)","1","71"
"2","[2016-09-25 18:40:00,2016-09-25 19:00:00)","0","41"
"1","[2016-09-26 08:00:00,2016-09-26 08:20:00)","0","49"
"1","[2016-09-26 08:00:00,2016-09-26 08:20:00)","1","125"
"3","[2016-09-26 08:00:00,2016-09-26 08:20:00)","0","180"
"3","[2016-09-26 08:00:00,2016-09-26 08:20:00)","1","138"
"2","[2016-09-26 08:00:00,2016-09-26 08:20:00)","0","117"
"1","[2016-09-26 08:20:00,2016-09-26 08:40:00)","0","52"
"1","[2016-09-26 08:20:00,2016-09-26 08:40:00)","1","91"
"3","[2016-09-26 08:20:00,2016-09-26 08:40:00)","0","172"
"3","[2016-09-26 08:20:00,2016-09-26 08:40:00)","1","164"
"2","[2016-09-26 08:20:00,2016-09-26 08:40:00)","0","130"
"1","[2016-09-26 08:40:00,2016-09-26 09:00:00)","0","45"
"1","[2016-09-26 08:40:00,2016-09-26 09:00:00)","1","116"
"3","[2016-09-26 08:40:00,2016-09-26 09:00:00)","0","170"
"3","[2016-09-26 08:40:00,2016-09-26 09:00:00)","1","150"
"2","[2016-09-26 08:40:00,2016-09-26 09:00:00)","0","121"
"1","[2016-09-26 09:00:00,2016-09-26 09:20:00)","0","48"
"1","[2016-09-26 09:00:00,2016-09-26 09:20:00)","1","120"
"3","[2016-09-26 09:00:00,2016-09-26 09:20:00)","0","136"
"3","[2016-09-26 09:00:00,2016-09-26 09:20:00)","1","145"
"2","[2016-09-26 09:00:00,2016-09-26 09:20:00)","0","126"
"1","[2016-09-26 09:20:00,2016-09-26 09:40:00)","0","52"
"1","[2016-09-26 09:20:00,2016-09-26 09:40:00)","1","130"
"3","[2016-09-26 09:20:00,2016-09-26 09:40:00)","0","148"
"3","[2016-09-26 09:20:00,2016-09-26 09:40:00)","1","113"
"2","[2016-09-26 09:20:00,2016-09-26 09:40:00)","0","120"
"1","[2016-09-26 09:40:00,2016-09-26 10:00:00)","0","51"
"1","[2016-09-26 09:40:00,2016-09-26 10:00:00)","1","102"
"3","[2016-09-26 09:40:00,2016-09-26 10:00:00)","0","117"
"3","[2016-09-26 09:40:00,2016-09-26 10:00:00)","1","104"
"2","[2016-09-26 09:40:00,2016-09-26 10:00:00)","0","81"
"1","[2016-09-26 17:00:00,2016-09-26 17:20:00)","0","47"
"1","[2016-09-26 17:00:00,2016-09-26 17:20:00)","1","106"
"3","[2016-09-26 17:00:00,2016-09-26 17:20:00)","0","120"
"3","[2016-09-26 17:00:00,2016-09-26 17:20:00)","1","85"
"2","[2016-09-26 17:00:00,2016-09-26 17:20:00)","0","71"
"1","[2016-09-26 17:20:00,2016-09-26 17:40:00)","0","42"
"1","[2016-09-26 17:20:00,2016-09-26 17:40:00)","1","112"
"3","[2016-09-26 17:20:00,2016-09-26 17:40:00)","0","106"
"3","[2016-09-26 17:20:00,2016-09-26 17:40:00)","1","90"
"2","[2016-09-26 17:20:00,2016-09-26 17:40:00)","0","67"
"1","[2016-09-26 17:40:00,2016-09-26 18:00:00)","0","30"
"1","[2016-09-26 17:40:00,2016-09-26 18:00:00)","1","102"
"3","[2016-09-26 17:40:00,2016-09-26 18:00:00)","0","101"
"3","[2016-09-26 17:40:00,2016-09-26 18:00:00)","1","82"
"2","[2016-09-26 17:40:00,2016-09-26 18:00:00)","0","63"
"1","[2016-09-26 18:00:00,2016-09-26 18:20:00)","0","33"
"1","[2016-09-26 18:00:00,2016-09-26 18:20:00)","1","74"
"3","[2016-09-26 18:00:00,2016-09-26 18:20:00)","0","95"
"3","[2016-09-26 18:00:00,2016-09-26 18:20:00)","1","91"
"2","[2016-09-26 18:00:00,2016-09-26 18:20:00)","0","63"
"1","[2016-09-26 18:20:00,2016-09-26 18:40:00)","0","22"
"1","[2016-09-26 18:20:00,2016-09-26 18:40:00)","1","85"
"3","[2016-09-26 18:20:00,2016-09-26 18:40:00)","0","88"
"3","[2016-09-26 18:20:00,2016-09-26 18:40:00)","1","55"
"2","[2016-09-26 18:20:00,2016-09-26 18:40:00)","0","52"
"1","[2016-09-26 18:40:00,2016-09-26 19:00:00)","0","29"
"1","[2016-09-26 18:40:00,2016-09-26 19:00:00)","1","54"
"3","[2016-09-26 18:40:00,2016-09-26 19:00:00)","0","62"
"3","[2016-09-26 18:40:00,2016-09-26 19:00:00)","1","70"
"2","[2016-09-26 18:40:00,2016-09-26 19:00:00)","0","48"
"1","[2016-09-27 08:00:00,2016-09-27 08:20:00)","0","60"
"1","[2016-09-27 08:00:00,2016-09-27 08:20:00)","1","118"
"3","[2016-09-27 08:00:00,2016-09-27 08:20:00)","0","188"
"3","[2016-09-27 08:00:00,2016-09-27 08:20:00)","1","96"
"2","[2016-09-27 08:00:00,2016-09-27 08:20:00)","0","128"
"1","[2016-09-27 08:20:00,2016-09-27 08:40:00)","0","45"
"1","[2016-09-27 08:20:00,2016-09-27 08:40:00)","1","116"
"3","[2016-09-27 08:20:00,2016-09-27 08:40:00)","0","137"
"3","[2016-09-27 08:20:00,2016-09-27 08:40:00)","1","118"
"2","[2016-09-27 08:20:00,2016-09-27 08:40:00)","0","117"
"1","[2016-09-27 08:40:00,2016-09-27 09:00:00)","0","64"
"1","[2016-09-27 08:40:00,2016-09-27 09:00:00)","1","125"
"3","[2016-09-27 08:40:00,2016-09-27 09:00:00)","0","189"
"3","[2016-09-27 08:40:00,2016-09-27 09:00:00)","1","144"
"2","[2016-09-27 08:40:00,2016-09-27 09:00:00)","0","131"
"1","[2016-09-27 09:00:00,2016-09-27 09:20:00)","0","58"
"1","[2016-09-27 09:00:00,2016-09-27 09:20:00)","1","129"
"3","[2016-09-27 09:00:00,2016-09-27 09:20:00)","0","150"
"3","[2016-09-27 09:00:00,2016-09-27 09:20:00)","1","117"
"2","[2016-09-27 09:00:00,2016-09-27 09:20:00)","0","111"
"1","[2016-09-27 09:20:00,2016-09-27 09:40:00)","0","65"
"1","[2016-09-27 09:20:00,2016-09-27 09:40:00)","1","97"
"3","[2016-09-27 09:20:00,2016-09-27 09:40:00)","0","127"
"3","[2016-09-27 09:20:00,2016-09-27 09:40:00)","1","109"
"2","[2016-09-27 09:20:00,2016-09-27 09:40:00)","0","90"
"1","[2016-09-27 09:40:00,2016-09-27 10:00:00)","0","45"
"1","[2016-09-27 09:40:00,2016-09-27 10:00:00)","1","73"
"3","[2016-09-27 09:40:00,2016-09-27 10:00:00)","0","123"
"3","[2016-09-27 09:40:00,2016-09-27 10:00:00)","1","94"
"2","[2016-09-27 09:40:00,2016-09-27 10:00:00)","0","94"
"1","[2016-09-27 17:00:00,2016-09-27 17:20:00)","0","52"
"1","[2016-09-27 17:00:00,2016-09-27 17:20:00)","1","94"
"3","[2016-09-27 17:00:00,2016-09-27 17:20:00)","0","138"
"3","[2016-09-27 17:00:00,2016-09-27 17:20:00)","1","76"
"2","[2016-09-27 17:00:00,2016-09-27 17:20:00)","0","93"
"1","[2016-09-27 17:20:00,2016-09-27 17:40:00)","0","77"
"1","[2016-09-27 17:20:00,2016-09-27 17:40:00)","1","142"
"3","[2016-09-27 17:20:00,2016-09-27 17:40:00)","0","140"
"3","[2016-09-27 17:20:00,2016-09-27 17:40:00)","1","73"
"2","[2016-09-27 17:20:00,2016-09-27 17:40:00)","0","21"
"1","[2016-09-27 17:40:00,2016-09-27 18:00:00)","0","45"
"1","[2016-09-27 17:40:00,2016-09-27 18:00:00)","1","110"
"3","[2016-09-27 17:40:00,2016-09-27 18:00:00)","0","104"
"3","[2016-09-27 17:40:00,2016-09-27 18:00:00)","1","82"
"2","[2016-09-27 17:40:00,2016-09-27 18:00:00)","0","59"
"1","[2016-09-27 18:00:00,2016-09-27 18:20:00)","0","30"
"1","[2016-09-27 18:00:00,2016-09-27 18:20:00)","1","76"
"3","[2016-09-27 18:00:00,2016-09-27 18:20:00)","0","92"
"3","[2016-09-27 18:00:00,2016-09-27 18:20:00)","1","83"
"2","[2016-09-27 18:00:00,2016-09-27 18:20:00)","0","43"
"1","[2016-09-27 18:20:00,2016-09-27 18:40:00)","0","18"
"1","[2016-09-27 18:20:00,2016-09-27 18:40:00)","1","85"
"3","[2016-09-27 18:20:00,2016-09-27 18:40:00)","0","72"
"3","[2016-09-27 18:20:00,2016-09-27 18:40:00)","1","81"
"2","[2016-09-27 18:20:00,2016-09-27 18:40:00)","0","64"
"1","[2016-09-27 18:40:00,2016-09-27 19:00:00)","0","12"
"1","[2016-09-27 18:40:00,2016-09-27 19:00:00)","1","64"
"3","[2016-09-27 18:40:00,2016-09-27 19:00:00)","0","74"
"3","[2016-09-27 18:40:00,2016-09-27 19:00:00)","1","83"
"2","[2016-09-27 18:40:00,2016-09-27 19:00:00)","0","60"
"1","[2016-09-28 08:00:00,2016-09-28 08:20:00)","0","128"
"1","[2016-09-28 08:00:00,2016-09-28 08:20:00)","1","95"
"3","[2016-09-28 08:00:00,2016-09-28 08:20:00)","0","139"
"3","[2016-09-28 08:00:00,2016-09-28 08:20:00)","1","110"
"2","[2016-09-28 08:00:00,2016-09-28 08:20:00)","0","32"
"1","[2016-09-28 08:20:00,2016-09-28 08:40:00)","0","137"
"1","[2016-09-28 08:20:00,2016-09-28 08:40:00)","1","105"
"3","[2016-09-28 08:20:00,2016-09-28 08:40:00)","0","148"
"3","[2016-09-28 08:20:00,2016-09-28 08:40:00)","1","132"
"2","[2016-09-28 08:20:00,2016-09-28 08:40:00)","0","41"
"1","[2016-09-28 08:40:00,2016-09-28 09:00:00)","0","104"
"1","[2016-09-28 08:40:00,2016-09-28 09:00:00)","1","118"
"3","[2016-09-28 08:40:00,2016-09-28 09:00:00)","0","156"
"3","[2016-09-28 08:40:00,2016-09-28 09:00:00)","1","131"
"2","[2016-09-28 08:40:00,2016-09-28 09:00:00)","0","35"
"1","[2016-09-28 09:00:00,2016-09-28 09:20:00)","0","111"
"1","[2016-09-28 09:00:00,2016-09-28 09:20:00)","1","94"
"3","[2016-09-28 09:00:00,2016-09-28 09:20:00)","0","145"
"3","[2016-09-28 09:00:00,2016-09-28 09:20:00)","1","143"
"2","[2016-09-28 09:00:00,2016-09-28 09:20:00)","0","35"
"1","[2016-09-28 09:20:00,2016-09-28 09:40:00)","0","121"
"1","[2016-09-28 09:20:00,2016-09-28 09:40:00)","1","109"
"3","[2016-09-28 09:20:00,2016-09-28 09:40:00)","0","132"
"3","[2016-09-28 09:20:00,2016-09-28 09:40:00)","1","132"
"2","[2016-09-28 09:20:00,2016-09-28 09:40:00)","0","23"
"1","[2016-09-28 09:40:00,2016-09-28 10:00:00)","0","136"
"1","[2016-09-28 09:40:00,2016-09-28 10:00:00)","1","103"
"3","[2016-09-28 09:40:00,2016-09-28 10:00:00)","0","133"
"3","[2016-09-28 09:40:00,2016-09-28 10:00:00)","1","84"
"2","[2016-09-28 09:40:00,2016-09-28 10:00:00)","0","21"
"1","[2016-09-28 17:00:00,2016-09-28 17:20:00)","0","31"
"1","[2016-09-28 17:00:00,2016-09-28 17:20:00)","1","86"
"3","[2016-09-28 17:00:00,2016-09-28 17:20:00)","0","115"
"3","[2016-09-28 17:00:00,2016-09-28 17:20:00)","1","86"
"2","[2016-09-28 17:00:00,2016-09-28 17:20:00)","0","56"
"1","[2016-09-28 17:20:00,2016-09-28 17:40:00)","0","37"
"1","[2016-09-28 17:20:00,2016-09-28 17:40:00)","1","113"
"3","[2016-09-28 17:20:00,2016-09-28 17:40:00)","0","114"
"3","[2016-09-28 17:20:00,2016-09-28 17:40:00)","1","73"
"2","[2016-09-28 17:20:00,2016-09-28 17:40:00)","0","79"
"1","[2016-09-28 17:40:00,2016-09-28 18:00:00)","0","31"
"1","[2016-09-28 17:40:00,2016-09-28 18:00:00)","1","112"
"3","[2016-09-28 17:40:00,2016-09-28 18:00:00)","0","125"
"3","[2016-09-28 17:40:00,2016-09-28 18:00:00)","1","76"
"2","[2016-09-28 17:40:00,2016-09-28 18:00:00)","0","69"
"1","[2016-09-28 18:00:00,2016-09-28 18:20:00)","0","26"
"1","[2016-09-28 18:00:00,2016-09-28 18:20:00)","1","80"
"3","[2016-09-28 18:00:00,2016-09-28 18:20:00)","0","77"
"3","[2016-09-28 18:00:00,2016-09-28 18:20:00)","1","68"
"2","[2016-09-28 18:00:00,2016-09-28 18:20:00)","0","43"
"1","[2016-09-28 18:20:00,2016-09-28 18:40:00)","0","24"
"1","[2016-09-28 18:20:00,2016-09-28 18:40:00)","1","69"
"3","[2016-09-28 18:20:00,2016-09-28 18:40:00)","0","66"
"3","[2016-09-28 18:20:00,2016-09-28 18:40:00)","1","56"
"2","[2016-09-28 18:20:00,2016-09-28 18:40:00)","0","54"
"1","[2016-09-28 18:40:00,2016-09-28 19:00:00)","0","18"
"1","[2016-09-28 18:40:00,2016-09-28 19:00:00)","1","64"
"3","[2016-09-28 18:40:00,2016-09-28 19:00:00)","0","70"
"3","[2016-09-28 18:40:00,2016-09-28 19:00:00)","1","59"
"2","[2016-09-28 18:40:00,2016-09-28 19:00:00)","0","52"
"1","[2016-09-29 08:00:00,2016-09-29 08:20:00)","0","41"
"1","[2016-09-29 08:00:00,2016-09-29 08:20:00)","1","97"
"3","[2016-09-29 08:00:00,2016-09-29 08:20:00)","0","149"
"3","[2016-09-29 08:00:00,2016-09-29 08:20:00)","1","103"
"2","[2016-09-29 08:00:00,2016-09-29 08:20:00)","0","105"
"1","[2016-09-29 08:20:00,2016-09-29 08:40:00)","0","48"
"1","[2016-09-29 08:20:00,2016-09-29 08:40:00)","1","102"
"3","[2016-09-29 08:20:00,2016-09-29 08:40:00)","0","141"
"3","[2016-09-29 08:20:00,2016-09-29 08:40:00)","1","105"
"2","[2016-09-29 08:20:00,2016-09-29 08:40:00)","0","99"
"1","[2016-09-29 08:40:00,2016-09-29 09:00:00)","0","50"
"1","[2016-09-29 08:40:00,2016-09-29 09:00:00)","1","122"
"3","[2016-09-29 08:40:00,2016-09-29 09:00:00)","0","145"
"3","[2016-09-29 08:40:00,2016-09-29 09:00:00)","1","123"
"2","[2016-09-29 08:40:00,2016-09-29 09:00:00)","0","114"
"1","[2016-09-29 09:00:00,2016-09-29 09:20:00)","0","47"
"1","[2016-09-29 09:00:00,2016-09-29 09:20:00)","1","97"
"3","[2016-09-29 09:00:00,2016-09-29 09:20:00)","0","128"
"3","[2016-09-29 09:00:00,2016-09-29 09:20:00)","1","130"
"2","[2016-09-29 09:00:00,2016-09-29 09:20:00)","0","117"
"1","[2016-09-29 09:20:00,2016-09-29 09:40:00)","0","40"
"1","[2016-09-29 09:20:00,2016-09-29 09:40:00)","1","113"
"3","[2016-09-29 09:20:00,2016-09-29 09:40:00)","0","106"
"3","[2016-09-29 09:20:00,2016-09-29 09:40:00)","1","111"
"2","[2016-09-29 09:20:00,2016-09-29 09:40:00)","0","102"
"1","[2016-09-29 09:40:00,2016-09-29 10:00:00)","0","48"
"1","[2016-09-29 09:40:00,2016-09-29 10:00:00)","1","83"
"3","[2016-09-29 09:40:00,2016-09-29 10:00:00)","0","105"
"3","[2016-09-29 09:40:00,2016-09-29 10:00:00)","1","121"
"2","[2016-09-29 09:40:00,2016-09-29 10:00:00)","0","82"
"1","[2016-09-29 17:00:00,2016-09-29 17:20:00)","0","30"
"1","[2016-09-29 17:00:00,2016-09-29 17:20:00)","1","94"
"3","[2016-09-29 17:00:00,2016-09-29 17:20:00)","0","105"
"3","[2016-09-29 17:00:00,2016-09-29 17:20:00)","1","96"
"2","[2016-09-29 17:00:00,2016-09-29 17:20:00)","0","78"
"1","[2016-09-29 17:20:00,2016-09-29 17:40:00)","0","30"
"1","[2016-09-29 17:20:00,2016-09-29 17:40:00)","1","91"
"3","[2016-09-29 17:20:00,2016-09-29 17:40:00)","0","110"
"3","[2016-09-29 17:20:00,2016-09-29 17:40:00)","1","107"
"2","[2016-09-29 17:20:00,2016-09-29 17:40:00)","0","70"
"1","[2016-09-29 17:40:00,2016-09-29 18:00:00)","0","30"
"1","[2016-09-29 17:40:00,2016-09-29 18:00:00)","1","130"
"3","[2016-09-29 17:40:00,2016-09-29 18:00:00)","0","90"
"3","[2016-09-29 17:40:00,2016-09-29 18:00:00)","1","111"
"2","[2016-09-29 17:40:00,2016-09-29 18:00:00)","0","71"
"1","[2016-09-29 18:00:00,2016-09-29 18:20:00)","0","22"
"1","[2016-09-29 18:00:00,2016-09-29 18:20:00)","1","77"
"3","[2016-09-29 18:00:00,2016-09-29 18:20:00)","0","42"
"3","[2016-09-29 18:00:00,2016-09-29 18:20:00)","1","76"
"2","[2016-09-29 18:00:00,2016-09-29 18:20:00)","0","70"
"1","[2016-09-29 18:20:00,2016-09-29 18:40:00)","0","26"
"1","[2016-09-29 18:20:00,2016-09-29 18:40:00)","1","70"
"3","[2016-09-29 18:20:00,2016-09-29 18:40:00)","0","9"
"3","[2016-09-29 18:20:00,2016-09-29 18:40:00)","1","68"
"2","[2016-09-29 18:20:00,2016-09-29 18:40:00)","0","67"
"1","[2016-09-29 18:40:00,2016-09-29 19:00:00)","0","25"
"1","[2016-09-29 18:40:00,2016-09-29 19:00:00)","1","87"
"3","[2016-09-29 18:40:00,2016-09-29 19:00:00)","0","43"
"3","[2016-09-29 18:40:00,2016-09-29 19:00:00)","1","56"
"2","[2016-09-29 18:40:00,2016-09-29 19:00:00)","0","58"
"1","[2016-09-30 08:00:00,2016-09-30 08:20:00)","0","46"
"1","[2016-09-30 08:00:00,2016-09-30 08:20:00)","1","126"
"3","[2016-09-30 08:00:00,2016-09-30 08:20:00)","0","148"
"3","[2016-09-30 08:00:00,2016-09-30 08:20:00)","1","113"
"2","[2016-09-30 08:00:00,2016-09-30 08:20:00)","0","114"
"1","[2016-09-30 08:20:00,2016-09-30 08:40:00)","0","48"
"1","[2016-09-30 08:20:00,2016-09-30 08:40:00)","1","112"
"3","[2016-09-30 08:20:00,2016-09-30 08:40:00)","0","177"
"3","[2016-09-30 08:20:00,2016-09-30 08:40:00)","1","121"
"2","[2016-09-30 08:20:00,2016-09-30 08:40:00)","0","104"
"1","[2016-09-30 08:40:00,2016-09-30 09:00:00)","0","47"
"1","[2016-09-30 08:40:00,2016-09-30 09:00:00)","1","141"
"3","[2016-09-30 08:40:00,2016-09-30 09:00:00)","0","119"
"3","[2016-09-30 08:40:00,2016-09-30 09:00:00)","1","147"
"2","[2016-09-30 08:40:00,2016-09-30 09:00:00)","0","107"
"1","[2016-09-30 09:00:00,2016-09-30 09:20:00)","0","60"
"1","[2016-09-30 09:00:00,2016-09-30 09:20:00)","1","132"
"3","[2016-09-30 09:00:00,2016-09-30 09:20:00)","0","179"
"3","[2016-09-30 09:00:00,2016-09-30 09:20:00)","1","116"
"2","[2016-09-30 09:00:00,2016-09-30 09:20:00)","0","91"
"1","[2016-09-30 09:20:00,2016-09-30 09:40:00)","0","61"
"1","[2016-09-30 09:20:00,2016-09-30 09:40:00)","1","134"
"3","[2016-09-30 09:20:00,2016-09-30 09:40:00)","0","144"
"3","[2016-09-30 09:20:00,2016-09-30 09:40:00)","1","131"
"2","[2016-09-30 09:20:00,2016-09-30 09:40:00)","0","92"
"1","[2016-09-30 09:40:00,2016-09-30 10:00:00)","0","63"
"1","[2016-09-30 09:40:00,2016-09-30 10:00:00)","1","97"
"3","[2016-09-30 09:40:00,2016-09-30 10:00:00)","0","105"
"3","[2016-09-30 09:40:00,2016-09-30 10:00:00)","1","120"
"2","[2016-09-30 09:40:00,2016-09-30 10:00:00)","0","75"
"1","[2016-09-30 17:00:00,2016-09-30 17:20:00)","0","87"
"1","[2016-09-30 17:00:00,2016-09-30 17:20:00)","1","67"
"3","[2016-09-30 17:00:00,2016-09-30 17:20:00)","0","216"
"3","[2016-09-30 17:00:00,2016-09-30 17:20:00)","1","73"
